category,benchmark,tool,caller_class,caller_method,callee_receiver,callee_method
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,restoreViewState
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentActivity,onAttachFragment
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentContainer,findViewById
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,loadAnimation
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,makeInactive
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,moveToState
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.NoSaveStateFrameLayout,wrap
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,android.view.ViewGroup,addView
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,android.view.ViewGroup,removeView
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,java.util.ArrayList,get
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,moveToState,java.util.ArrayList,size
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,checkStateLoss
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,executePendingTransactions
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,popBackStackState
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerImpl,execPendingActions
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerState,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveAllState,java.util.ArrayList,get
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveAllState,java.util.ArrayList,size
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.os.BaseBundle,isEmpty
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.os.Bundle,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.support.v4.app.Fragment,performSaveInstanceState
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,clear
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,size
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.view.View,saveHierarchyState
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,android.support.v4.app.FragmentManagerImpl,performPendingDeferredStart
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,java.util.ArrayList,get
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,java.util.ArrayList,size
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerState,writeToParcel,android.os.Parcel,writeIntArray
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentManagerState,writeToParcel,android.os.Parcel,writeTypedArray
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentState,<init>,java.lang.Class,getName
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentState,<init>,java.lang.Object,getClass
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeBundle
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeInt
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeString
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.NavUtils,getParentActivityName,android.app.Activity,getComponentName
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.NavUtils,getParentActivityName,android.content.Context,getPackageManager
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.NavUtils,getParentActivityName,android.content.pm.PackageManager,getActivityInfo
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.NavUtils$NavUtilsImplJB,getParentActivityName,android.support.v4.app.NavUtils$NavUtilsImplBase,getParentActivityName
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,dispatchSaveInstanceState,android.view.ViewGroup,dispatchFreezeSelfOnly
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.support.v4.app.NoSaveStateFrameLayout,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,getContext
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,getLayoutParams
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,setLayoutParams
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.ViewGroup,addView
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.util.SimpleArrayMap,get,android.support.v4.util.SimpleArrayMap,indexOf
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.util.SimpleArrayMap,get,java.lang.Object,hashCode
EmulatorDetection,PlayStore1,FlowDroid,android.support.v4.view.MenuItemCompat,setShowAsAction,android.support.v4.internal.view.SupportMenuItem,setShowAsAction
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,getMenuInflater,android.support.v7.app.ActionBarActivityDelegate,getMenuInflater
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,onBackPressed,android.support.v4.app.FragmentActivity,onBackPressed
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,onContentChanged,android.support.v7.app.ActionBarActivityDelegate,onContentChanged
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,onCreate,android.support.v7.app.ActionBarActivityDelegate,createDelegate
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,onCreatePanelView,android.support.v7.app.ActionBarActivityDelegate,onCreatePanelView
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,onPrepareOptionsPanel,android.support.v7.app.ActionBarActivityDelegate,onPrepareOptionsPanel
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,onPreparePanel,android.support.v7.app.ActionBarActivityDelegate,onPreparePanel
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,onTitleChanged,android.app.Activity,onTitleChanged
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,setContentView,android.support.v7.app.ActionBarActivityDelegate,setContentView
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,superOnCreatePanelMenu,android.support.v4.app.FragmentActivity,onCreatePanelMenu
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,superOnPrepareOptionsPanel,android.support.v4.app.FragmentActivity,onPrepareOptionsPanel
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,superOnPreparePanel,android.support.v4.app.FragmentActivity,onPreparePanel
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivity,superSetContentView,android.app.Activity,setContentView
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,createDelegate,android.support.v7.app.ActionBarActivityDelegateJBMR2,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getActionBarThemedContext,android.support.v7.app.ActionBar,getThemedContext
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getActionBarThemedContext,android.support.v7.app.ActionBarActivityDelegate,getSupportActionBar
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getMenuInflater,android.support.v7.app.ActionBarActivityDelegate,getActionBarThemedContext
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getMenuInflater,android.support.v7.internal.view.SupportMenuInflater,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getSupportActionBar,android.support.v7.app.ActionBarActivityDelegate,createSupportActionBar
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.app.Activity,getComponentName
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.content.ContextWrapper,getPackageManager
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.content.pm.PackageManager,getActivityInfo
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.Context,obtainStyledAttributes
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.res.TypedArray,getBoolean
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.res.TypedArray,hasValue
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.res.TypedArray,recycle
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.support.v4.app.NavUtils,getParentActivityName
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegate,onPrepareOptionsPanel,android.support.v7.app.ActionBarActivity,superOnPrepareOptionsPanel
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,createWindowCallbackWrapper,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onContentChanged,android.support.v7.app.ActionBarActivity,onSupportContentChanged
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.app.Activity,getWindow
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.app.Activity,requestWindowFeature
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.support.v7.app.ActionBarActivityDelegateICS,createWindowCallbackWrapper
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,getCallback
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,setCallback
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,java.lang.String,equals
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreatePanelMenu,android.support.v7.app.ActionBarActivity,superOnCreatePanelMenu
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onCreatePanelMenu,android.support.v7.internal.view.menu.MenuWrapperFactory,createMenuWrapper
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,onPreparePanel,android.support.v7.app.ActionBarActivity,superOnPreparePanel
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS,setContentView,android.support.v7.app.ActionBarActivity,superSetContentView
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,dispatchKeyEvent,android.view.Window$Callback,dispatchKeyEvent
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,dispatchTouchEvent,android.view.Window$Callback,dispatchTouchEvent
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,dispatchTrackballEvent,android.view.Window$Callback,dispatchTrackballEvent
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onAttachedToWindow,android.view.Window$Callback,onAttachedToWindow
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onDetachedFromWindow,android.view.Window$Callback,onDetachedFromWindow
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onMenuOpened,android.view.Window$Callback,onMenuOpened
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onWindowAttributesChanged,android.view.Window$Callback,onWindowAttributesChanged
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onWindowFocusChanged,android.view.Window$Callback,onWindowFocusChanged
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarActivityDelegateJBMR2,createSupportActionBar,android.support.v7.app.ActionBarImplJBMR2,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarImplICS,<init>,android.app.Activity,getActionBar
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.app.ActionBarImplICS,getThemedContext,android.app.ActionBar,getThemedContext
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.Context,getResources
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.res.Resources,getLayout
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.res.XmlResourceParser,close
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,inflate,android.support.v7.internal.view.SupportMenuInflater,parseMenu
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,inflate,android.util.Xml,asAttributeSet
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,access$000
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,addItem
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,hasAddedItem
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,java.lang.String,equals
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getEventType
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getName
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,next
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,<init>,android.support.v7.internal.view.SupportMenuInflater$MenuState,resetGroup
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,addItem,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,addItem,android.view.Menu,add
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.Context,obtainStyledAttributes
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getBoolean
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getInt
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getResourceId
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getString
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getText
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,hasValue
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,recycle
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.support.v7.internal.view.SupportMenuInflater,access$100
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.support.v7.internal.view.SupportMenuInflater$MenuState,getShortcut
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.support.v4.view.MenuItemCompat,setShowAsAction
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setAlphabeticShortcut
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setCheckable
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setChecked
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setEnabled
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setIcon
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setNumericShortcut
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setTitleCondensed
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setVisible
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,android.support.v7.internal.view.menu.MenuWrapperFactory,createSupportMenuItemWrapper
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,get
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,put
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,<init>,android.view.MenuItem,isVisible
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,setChecked,android.view.MenuItem,setChecked
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,setVisible,android.support.v7.internal.view.menu.MenuItemWrapperICS,wrappedSetVisible
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,wrappedSetVisible,android.view.MenuItem,setVisible
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperFactory,createMenuWrapper,android.support.v7.internal.view.menu.MenuWrapperICS,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperFactory,createSupportMenuItemWrapper,android.support.v7.internal.view.menu.MenuItemWrapperJB,<init>
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperICS,add,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper
EmulatorDetection,PlayStore1,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperICS,add,android.view.Menu,add
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity,onCreate,android.content.Context,getPackageManager
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity,onCreate,android.content.pm.PackageManager,queryIntentActivities
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity,onCreate,android.support.v4.app.FragmentManager,beginTransaction
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity,onCreate,android.support.v4.app.FragmentTransaction,add
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity,onCreate,android.support.v4.app.FragmentTransaction,commit
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity,onCreate,java.lang.String,startsWith
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity,onCreate,java.util.Iterator,hasNext
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity,onCreate,java.util.Iterator,next
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity,onCreate,java.util.List,iterator
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
EmulatorDetection,PlayStore1,FlowDroid,de.ecspride.MainActivity$PlaceholderFragment,onCreateView,android.view.LayoutInflater,inflate
EmulatorDetection,PlayStore1,GATOR,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,getFactory
EmulatorDetection,PlayStore1,GATOR,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,setFactory
EmulatorDetection,PlayStore1,GATOR,android.support.v4.app.NavUtils,getParentActivityName,android.content.pm.PackageManager,getActivityInfo
EmulatorDetection,PlayStore1,GATOR,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.content.pm.PackageManager,getActivityInfo
EmulatorDetection,PlayStore1,GATOR,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,getCallback
EmulatorDetection,PlayStore1,GATOR,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,setCallback
EmulatorDetection,PlayStore1,GATOR,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.res.XmlResourceParser,close
EmulatorDetection,PlayStore1,GATOR,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getEventType
EmulatorDetection,PlayStore1,GATOR,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getName
EmulatorDetection,PlayStore1,GATOR,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,next
EmulatorDetection,PlayStore1,GATOR,de.ecspride.MainActivity,onCreate,android.content.pm.PackageManager,queryIntentActivities
EmulatorDetection,PlayStore1,GATOR,de.ecspride.MainActivity$PlaceholderFragment,onCreateView,android.view.LayoutInflater,inflate
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.BackStackRecord,add,android.support.v4.app.BackStackRecord,doAddOp
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.BackStackRecord,commit,android.support.v4.app.BackStackRecord,commitInternal
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.BackStackRecord,commitInternal,android.support.v4.app.FragmentManagerImpl,enqueueAction
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.BackStackRecord,doAddOp,android.support.v4.app.BackStackRecord,addOp
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.BackStackRecord,doAddOp,android.support.v4.app.BackStackRecord$Op,<init>
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.BackStackRecord,run,android.support.v4.app.BackStackRecord,bumpBackStackNesting
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.BackStackRecord,run,android.support.v4.app.FragmentManagerImpl,addFragment
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.BackStackRecord,run,android.support.v4.app.FragmentManagerImpl,moveToState
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,<clinit>,android.support.v4.util.SimpleArrayMap,<init>
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,getLayoutInflater,android.app.Activity,getLayoutInflater
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,onStart,android.support.v4.app.FragmentActivity,getLoaderManager
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,performActivityCreated,android.support.v4.app.Fragment,onActivityCreated
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,performCreate,android.support.v4.app.Fragment,onCreate
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,performCreateView,android.support.v4.app.Fragment,onCreateView
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,performDestroy,android.support.v4.app.Fragment,onDestroy
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,performDestroyView,android.support.v4.app.Fragment,onDestroyView
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,performPause,android.support.v4.app.Fragment,onPause
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,performResume,android.support.v4.app.Fragment,onResume
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.Fragment,performSaveInstanceState,android.support.v4.app.Fragment,onSaveInstanceState
