category,benchmark,tool,caller_class,caller_method,callee_receiver,callee_method,primary_tag,all_tags
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,java.util.ArrayList,add,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,java.util.ArrayList,size,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,android.os.Handler,getLooper,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,android.os.Handler,removeCallbacks,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,android.os.Looper,myLooper,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.lang.Runnable,run,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.util.ArrayList,clear,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.util.ArrayList,size,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.util.ArrayList,toArray,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,executePendingTransactions,android.support.v4.app.FragmentManagerImpl,execPendingActions,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,loadAnimation,android.support.v4.app.Fragment,onCreateAnimation,callback,callback|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeActive,android.support.v4.app.Fragment,setIndex,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeActive,java.util.ArrayList,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeActive,java.util.ArrayList,add,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeActive,java.util.ArrayList,size,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,android.support.v4.app.Fragment,initState,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,android.support.v4.app.FragmentActivity,invalidateSupportFragment,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.lang.Integer,valueOf,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.util.ArrayList,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.util.ArrayList,add,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.util.ArrayList,set,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.app.Activity,isFinishing,component,component
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,getLayoutInflater,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,onAttach,callback,callback|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,onDetach,callback,callback|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,onViewCreated,callback,callback|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performActivityCreated,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performCreate,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performCreateView,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performDestroy,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performDestroyView,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performPause,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performReallyStop,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performResume,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performStart,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performStop,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,restoreViewState,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentActivity,onAttachFragment,callback,callback|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentContainer,findViewById,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,loadAnimation,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,makeInactive,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,moveToState,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.NoSaveStateFrameLayout,wrap,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.view.ViewGroup,addView,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.view.ViewGroup,removeView,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,java.util.ArrayList,get,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,java.util.ArrayList,size,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,checkStateLoss,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,executePendingTransactions,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,popBackStackState,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerImpl,execPendingActions,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerState,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveAllState,java.util.ArrayList,get,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveAllState,java.util.ArrayList,size,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.os.BaseBundle,isEmpty,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.os.Bundle,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.support.v4.app.Fragment,performSaveInstanceState,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,clear,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,size,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.view.View,saveHierarchyState,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,android.support.v4.app.FragmentManagerImpl,performPendingDeferredStart,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,java.util.ArrayList,get,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,java.util.ArrayList,size,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerState,writeToParcel,android.os.Parcel,writeIntArray,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentManagerState,writeToParcel,android.os.Parcel,writeTypedArray,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentState,<init>,java.lang.Class,getName,reflection,reflection
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentState,<init>,java.lang.Object,getClass,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeBundle,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeInt,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeString,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.NavUtils,getParentActivityName,android.app.Activity,getComponentName,component,component
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.NavUtils,getParentActivityName,android.content.Context,getPackageManager,ipc,ipc
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.NavUtils,getParentActivityName,android.content.pm.PackageManager,getActivityInfo,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.NavUtils$NavUtilsImplJB,getParentActivityName,android.support.v4.app.NavUtils$NavUtilsImplBase,getParentActivityName,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.NoSaveStateFrameLayout,dispatchSaveInstanceState,android.view.ViewGroup,dispatchFreezeSelfOnly,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.support.v4.app.NoSaveStateFrameLayout,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,getContext,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,getLayoutParams,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.View,setLayoutParams,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.app.NoSaveStateFrameLayout,wrap,android.view.ViewGroup,addView,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.util.SimpleArrayMap,get,android.support.v4.util.SimpleArrayMap,indexOf,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.util.SimpleArrayMap,get,java.lang.Object,hashCode,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v4.view.MenuItemCompat,setShowAsAction,android.support.v4.internal.view.SupportMenuItem,setShowAsAction,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,getMenuInflater,android.support.v7.app.ActionBarActivityDelegate,getMenuInflater,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,onBackPressed,android.support.v4.app.FragmentActivity,onBackPressed,callback,callback|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,onContentChanged,android.support.v7.app.ActionBarActivityDelegate,onContentChanged,callback,callback
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,onCreate,android.support.v7.app.ActionBarActivityDelegate,createDelegate,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,onCreatePanelView,android.support.v7.app.ActionBarActivityDelegate,onCreatePanelView,callback,callback
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,onPrepareOptionsPanel,android.support.v7.app.ActionBarActivityDelegate,onPrepareOptionsPanel,callback,callback
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,onPreparePanel,android.support.v7.app.ActionBarActivityDelegate,onPreparePanel,callback,callback
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,onTitleChanged,android.app.Activity,onTitleChanged,callback,callback|component|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,setContentView,android.support.v7.app.ActionBarActivityDelegate,setContentView,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,superOnCreatePanelMenu,android.support.v4.app.FragmentActivity,onCreatePanelMenu,callback,callback|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,superOnPrepareOptionsPanel,android.support.v4.app.FragmentActivity,onPrepareOptionsPanel,callback,callback|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,superOnPreparePanel,android.support.v4.app.FragmentActivity,onPreparePanel,callback,callback|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivity,superSetContentView,android.app.Activity,setContentView,component,component
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,createDelegate,android.support.v7.app.ActionBarActivityDelegateJBMR2,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,getActionBarThemedContext,android.support.v7.app.ActionBar,getThemedContext,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,getActionBarThemedContext,android.support.v7.app.ActionBarActivityDelegate,getSupportActionBar,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,getMenuInflater,android.support.v7.app.ActionBarActivityDelegate,getActionBarThemedContext,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,getMenuInflater,android.support.v7.internal.view.SupportMenuInflater,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,getSupportActionBar,android.support.v7.app.ActionBarActivityDelegate,createSupportActionBar,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.app.Activity,getComponentName,component,component
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.content.ContextWrapper,getPackageManager,ipc,ipc
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.content.pm.PackageManager,getActivityInfo,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.Context,obtainStyledAttributes,ipc,ipc
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.res.TypedArray,getBoolean,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.res.TypedArray,hasValue,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.content.res.TypedArray,recycle,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,onCreate,android.support.v4.app.NavUtils,getParentActivityName,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegate,onPrepareOptionsPanel,android.support.v7.app.ActionBarActivity,superOnPrepareOptionsPanel,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,createWindowCallbackWrapper,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onContentChanged,android.support.v7.app.ActionBarActivity,onSupportContentChanged,callback,callback|entrypoint
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.app.Activity,getWindow,component,component
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.app.Activity,requestWindowFeature,component,component
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.support.v7.app.ActionBarActivityDelegateICS,createWindowCallbackWrapper,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,getCallback,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,setCallback,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,java.lang.String,equals,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onCreatePanelMenu,android.support.v7.app.ActionBarActivity,superOnCreatePanelMenu,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onCreatePanelMenu,android.support.v7.internal.view.menu.MenuWrapperFactory,createMenuWrapper,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,onPreparePanel,android.support.v7.app.ActionBarActivity,superOnPreparePanel,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS,setContentView,android.support.v7.app.ActionBarActivity,superSetContentView,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,dispatchKeyEvent,android.view.Window$Callback,dispatchKeyEvent,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,dispatchTouchEvent,android.view.Window$Callback,dispatchTouchEvent,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,dispatchTrackballEvent,android.view.Window$Callback,dispatchTrackballEvent,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onAttachedToWindow,android.view.Window$Callback,onAttachedToWindow,callback,callback
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onDetachedFromWindow,android.view.Window$Callback,onDetachedFromWindow,callback,callback
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onMenuOpened,android.view.Window$Callback,onMenuOpened,callback,callback
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onWindowAttributesChanged,android.view.Window$Callback,onWindowAttributesChanged,callback,callback
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateICS$WindowCallbackWrapper,onWindowFocusChanged,android.view.Window$Callback,onWindowFocusChanged,callback,callback
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarActivityDelegateJBMR2,createSupportActionBar,android.support.v7.app.ActionBarImplJBMR2,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarImplICS,<init>,android.app.Activity,getActionBar,component,component
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.app.ActionBarImplICS,getThemedContext,android.app.ActionBar,getThemedContext,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.Context,getResources,ipc,ipc
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.res.Resources,getLayout,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.res.XmlResourceParser,close,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,inflate,android.support.v7.internal.view.SupportMenuInflater,parseMenu,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,inflate,android.util.Xml,asAttributeSet,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,access$000,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,addItem,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,hasAddedItem,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,parseMenu,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,parseMenu,java.lang.String,equals,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getEventType,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getName,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,next,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,<init>,android.support.v7.internal.view.SupportMenuInflater$MenuState,resetGroup,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,addItem,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,addItem,android.view.Menu,add,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.Context,obtainStyledAttributes,ipc,ipc
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getBoolean,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getInt,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getResourceId,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getString,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,getText,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,hasValue,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,recycle,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.support.v7.internal.view.SupportMenuInflater,access$100,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.support.v7.internal.view.SupportMenuInflater$MenuState,getShortcut,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.support.v4.view.MenuItemCompat,setShowAsAction,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setAlphabeticShortcut,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setCheckable,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setChecked,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setEnabled,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setIcon,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setNumericShortcut,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setTitleCondensed,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setVisible,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,android.support.v7.internal.view.menu.MenuWrapperFactory,createSupportMenuItemWrapper,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,<init>,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,get,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,put,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.menu.MenuItemWrapperICS,<init>,android.view.MenuItem,isVisible,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.menu.MenuItemWrapperICS,setChecked,android.view.MenuItem,setChecked,other,
EmulatorDetection,PlayStore1,MAMADROID,android.support.v7.internal.view.menu.MenuItemWrapperICS,setVisible,android.support.v7.internal.view.menu.MenuItemWrapperICS,wrappedSetVisible,other,
